age,education_num,occupation,sex,hours_per_week,income,marital_status_Married,marital_status_Never-married,marital_status_Separated,relationship_Husband,relationship_Not-in-family,relationship_Other-relative,relationship_Own-child,relationship_Unmarried,relationship_Wife,workclass_Government,workclass_Not-working,workclass_Private,workclass_Self-employed,workclass_Unknown,capital_net_log
35,9,0.4852204408817635,0,40,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
19,10,0.061481481481481484,1,20,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
50,13,0.27064732142857145,1,65,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
25,13,0.27064732142857145,1,65,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
39,10,0.44848935116394256,1,40,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,8.473868066677865
51,16,0.4852204408817635,1,55,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,8.94754601503218
41,9,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-7.551186867296149
40,9,0.22531017369727047,0,40,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0
43,13,0.44848935116394256,0,42,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
45,13,0.22531017369727047,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
27,9,0.2029262086513995,1,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
40,9,0.13383499059392637,0,40,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
22,10,0.2029262086513995,1,25,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
67,14,0.44848935116394256,1,60,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,9.906084178383393
38,9,0.13383499059392637,0,38,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
52,10,0.4852204408817635,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
43,3,0.12461851475076297,0,40,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
50,9,0.2029262086513995,1,40,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
39,16,0.44848935116394256,0,40,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0
32,9,0.4852204408817635,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
62,14,0.44848935116394256,0,32,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0
31,12,0.22531017369727047,1,50,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0
50,13,0.4852204408817635,1,45,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
62,13,0.22531017369727047,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.94754601503218
50,14,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-7.589841512182657
45,13,0.22531017369727047,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.04044688130311
43,10,0.13383499059392637,0,40,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,-7.551186867296149
38,14,0.4852204408817635,0,50,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,9.261128538808288
35,9,0.22531017369727047,1,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
27,11,0.061481481481481484,1,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
20,10,0.44848935116394256,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
41,9,0.22531017369727047,1,40,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,7.684783943522785
42,11,0.4852204408817635,0,35,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,8.895492631451633
57,13,0.4852204408817635,0,40,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
44,16,0.44848935116394256,1,60,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
41,13,0.44848935116394256,1,45,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
38,13,0.22531017369727047,1,40,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-7.462214939768189
38,9,0.0410958904109589,1,45,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
22,10,0.061481481481481484,0,36,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
84,14,0.44848935116394256,1,66,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
33,9,0.32608695652173914,1,48,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.94754601503218
26,9,0.12461851475076297,1,45,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
61,4,0.0410958904109589,1,35,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
55,14,0.4852204408817635,1,60,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
43,15,0.44848935116394256,1,45,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,9.617470759403409
31,9,0.22531017369727047,1,50,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,-7.4205789054108005
24,13,0.27064732142857145,1,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
30,9,0.4852204408817635,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
17,7,0.061481481481481484,1,30,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
41,9,0.13383499059392637,1,40,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0
73,9,0.0410958904109589,0,32,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.0
41,9,0.2029262086513995,0,20,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
41,12,0.3048245614035088,1,45,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
38,14,0.13383499059392637,0,50,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
43,9,0.12461851475076297,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
55,10,0.11627906976744186,1,99,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
47,13,0.27064732142857145,1,55,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
34,15,0.3048245614035088,1,40,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-7.355641102974253
50,9,0.3048245614035088,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
59,12,0.3048245614035088,1,40,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0
29,10,0.32608695652173914,1,40,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
31,9,0.4852204408817635,1,50,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
28,6,0.10297356828193832,1,80,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0
32,10,0.27064732142857145,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
27,10,0.22531017369727047,1,35,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0
51,9,0.12461851475076297,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
48,9,0.27064732142857145,1,50,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
71,10,0.27064732142857145,1,35,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
37,13,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-7.543273346705446
56,4,0.12461851475076297,1,48,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
39,12,0.2029262086513995,1,60,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
42,9,0.22531017369727047,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
36,3,0.2029262086513995,1,50,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
27,9,0.22531017369727047,1,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
43,15,0.44848935116394256,1,40,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,11.512925464970229
59,9,0.2029262086513995,1,48,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
56,13,0.4852204408817635,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
83,9,0.27064732142857145,1,20,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0
49,13,0.13383499059392637,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.552367266423891
32,13,0.44848935116394256,1,40,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0
66,15,0.44848935116394256,1,25,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
31,10,0.4852204408817635,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,9.617470759403409
44,12,0.22531017369727047,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-7.522400231387125
55,14,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-7.589841512182657
50,14,0.4852204408817635,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
60,9,0.10297356828193832,1,40,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
67,9,0.0410958904109589,0,24,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
40,16,0.44848935116394256,1,50,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-7.543273346705446
19,10,0.10297356828193832,1,84,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0
57,13,0.4852204408817635,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,9.617470759403409
19,9,0.0410958904109589,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
20,10,0.0410958904109589,0,16,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,6.38856140554563
54,13,0.4852204408817635,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
27,9,0.061481481481481484,1,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
53,9,0.27064732142857145,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
41,10,0.22531017369727047,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
51,10,0.12461851475076297,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.895492631451633
59,10,0.13383499059392637,0,16,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
46,11,0.22531017369727047,1,40,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
38,9,0.13383499059392637,1,60,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
28,13,0.44848935116394256,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
50,15,0.44848935116394256,1,60,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-7.789868559054706
28,7,0.2029262086513995,1,50,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
21,10,0.0410958904109589,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
40,10,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
29,10,0.13383499059392637,1,40,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
57,13,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.04044688130311
40,9,0.13383499059392637,0,30,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
36,9,0.2029262086513995,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.895492631451633
43,10,0.27064732142857145,0,10,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
43,13,0.4852204408817635,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,9.617470759403409
51,13,0.32608695652173914,1,40,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
36,14,0.44848935116394256,0,40,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0
45,9,0.13383499059392637,0,38,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
61,9,0.22531017369727047,1,40,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
23,10,0.061481481481481484,1,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
52,9,0.11627906976744186,1,60,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-7.543273346705446
53,14,0.44848935116394256,0,40,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,9.617470759403409
60,9,0.12461851475076297,0,40,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
47,9,0.27064732142857145,1,45,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
43,9,0.061481481481481484,1,50,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
55,9,0.13383499059392637,0,40,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
33,9,0.13383499059392637,0,40,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
41,12,0.3048245614035088,1,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
30,13,0.44848935116394256,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
46,9,0.2029262086513995,1,48,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,-7.372118028337787
21,10,0.10297356828193832,1,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0
29,13,0.0410958904109589,1,42,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.895492631451633
23,10,0.10297356828193832,0,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0
61,5,0.27064732142857145,1,58,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
56,13,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
38,9,0.44848935116394256,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
41,6,0.27064732142857145,1,48,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
30,10,0.22531017369727047,1,45,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.0
32,9,0.12461851475076297,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.552367266423891
24,10,0.0410958904109589,1,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
56,10,0.4852204408817635,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
35,9,0.4852204408817635,1,50,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
61,10,0.27064732142857145,1,35,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-7.551186867296149
44,14,0.4852204408817635,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,9.617470759403409
20,10,0.13383499059392637,1,25,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
29,9,0.0410958904109589,1,30,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
36,10,0.44848935116394256,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
36,13,0.44848935116394256,1,40,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0
51,14,0.44848935116394256,1,35,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-7.589841512182657
43,9,0.22531017369727047,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
25,14,0.44848935116394256,1,35,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
38,11,0.4852204408817635,1,55,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
45,13,0.44848935116394256,1,50,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
48,14,0.4852204408817635,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
64,13,0.4852204408817635,1,35,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,9.617470759403409
47,10,0.27064732142857145,1,40,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
24,12,0.32608695652173914,1,50,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
29,9,0.4852204408817635,1,55,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
47,9,0.4852204408817635,0,30,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
48,13,0.4852204408817635,1,45,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
67,9,0.10297356828193832,1,11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,8.247743887225516
44,13,0.32608695652173914,1,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
29,15,0.44848935116394256,1,55,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
50,4,0.22531017369727047,1,40,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
48,13,0.4852204408817635,1,60,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.895492631451633
57,14,0.44848935116394256,1,45,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-7.589841512182657
47,13,0.27064732142857145,1,40,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
22,12,0.13383499059392637,0,20,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
45,13,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-7.589841512182657
42,13,0.4852204408817635,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
36,9,0.13383499059392637,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
57,16,0.3048245614035088,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-7.589841512182657
50,13,0.44848935116394256,1,45,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
37,5,0.006993006993006993,0,16,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
45,10,0.27064732142857145,0,35,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0
20,10,0.13383499059392637,1,30,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
17,8,0.0410958904109589,0,16,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
57,13,0.10297356828193832,1,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
42,5,0.22531017369727047,1,40,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
41,15,0.44848935116394256,1,45,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
50,13,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,9.617470759403409
28,11,0.0410958904109589,0,40,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,8.051340933292979
20,10,0.0410958904109589,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
37,11,0.44848935116394256,0,45,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,9.06126014896203
48,9,0.3048245614035088,0,40,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,-7.522400231387125
45,14,0.4852204408817635,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-7.551186867296149
33,9,0.22531017369727047,1,40,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
36,9,0.27064732142857145,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
58,9,0.27064732142857145,0,35,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
32,12,0.27064732142857145,0,46,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
32,13,0.22531017369727047,1,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
23,9,0.13383499059392637,0,40,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0
46,13,0.4852204408817635,1,60,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
43,10,0.4852204408817635,1,15,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-7.551186867296149
60,9,0.4852204408817635,1,48,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
26,9,0.3048245614035088,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
37,16,0.44848935116394256,1,99,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
23,7,0.2029262086513995,1,60,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,8.94754601503218
37,9,0.0410958904109589,1,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
51,9,0.4852204408817635,1,45,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
38,13,0.4852204408817635,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.94754601503218
42,14,0.10297356828193832,0,48,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-7.543273346705446
50,13,0.3048245614035088,1,20,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
33,9,0.13383499059392637,1,38,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
27,9,0.2029262086513995,1,70,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0
49,13,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
22,10,0.44848935116394256,1,10,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0
90,13,0.4852204408817635,0,40,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
30,10,0.12461851475076297,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
32,9,0.0410958904109589,0,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
51,5,0.0410958904109589,0,40,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0
18,9,0.10297356828193832,1,40,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0
24,7,0.061481481481481484,1,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
27,10,0.32608695652173914,1,60,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
40,9,0.13383499059392637,0,40,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
26,7,0.0410958904109589,0,40,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
31,9,0.13383499059392637,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
34,14,0.4852204408817635,0,50,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0.0
35,10,0.0410958904109589,1,40,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
41,9,0.4852204408817635,1,38,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
42,11,0.44848935116394256,0,40,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
26,13,0.44848935116394256,0,38,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0
61,7,0.0410958904109589,0,32,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
59,10,0.22531017369727047,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
33,12,0.44848935116394256,1,50,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
57,7,0.0410958904109589,1,52,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
52,9,0.22531017369727047,1,40,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
53,16,0.44848935116394256,1,50,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
30,14,0.44848935116394256,1,50,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0
40,9,0.13383499059392637,0,52,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0
23,1,0.0410958904109589,0,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
37,13,0.22531017369727047,1,45,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
23,9,0.2029262086513995,1,38,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
40,12,0.4852204408817635,1,55,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-7.522400231387125
44,13,0.2029262086513995,1,55,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
35,9,0.4852204408817635,1,50,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
44,14,0.44848935116394256,0,40,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0
24,13,0.4852204408817635,1,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
44,12,0.44848935116394256,1,48,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
45,13,0.44848935116394256,1,40,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
50,13,0.44848935116394256,1,45,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
36,13,0.44848935116394256,0,32,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
69,15,0.13383499059392637,1,34,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
28,6,0.061481481481481484,1,40,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
39,13,0.4852204408817635,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-7.589841512182657
58,9,0.13383499059392637,0,40,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0
47,9,0.4852204408817635,1,42,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
33,9,0.061481481481481484,1,40,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
17,8,0.0410958904109589,1,16,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
46,9,0.32608695652173914,1,96,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,8.94754601503218
17,7,0.27064732142857145,0,13,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
24,2,0.061481481481481484,1,40,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
26,10,0.32608695652173914,1,55,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
27,9,0.0410958904109589,1,22,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.0
45,12,0.3048245614035088,1,40,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
38,13,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
39,13,0.4852204408817635,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-7.543273346705446
45,9,0.4852204408817635,0,38,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0
53,14,0.4852204408817635,1,70,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
41,10,0.27064732142857145,1,40,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
30,9,0.27064732142857145,1,52,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
32,10,0.44848935116394256,1,44,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.0
50,6,0.27064732142857145,0,50,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0
62,13,0.4852204408817635,1,50,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
23,10,0.27064732142857145,1,25,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0.0
36,13,0.0410958904109589,1,36,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8.895492631451633
32,11,0.44848935116394256,0,40,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0
41,12,0.44848935116394256,1,40,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
40,9,0.12461851475076297,1,40,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0
43,9,0.0410958904109589,1,40,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0
